FILE	missing	percentage
GCA_015891425.1_PDT000902733.1_genomic.fa	2538	0.5213640098603123
GCA_015891445.1_PDT000902734.1_genomic.fa	2531	0.5199260476581758
GCA_015891465.1_PDT000902735.1_genomic.fa	2558	0.5254724732949877
GCA_015891485.1_PDT000902728.1_genomic.fa	2553	0.5244453574363188
GCA_015891505.1_PDT000902731.1_genomic.fa	2474	0.5082169268693508
GCA_015891525.1_PDT000902730.1_genomic.fa	2554	0.5246507806080526
GCA_015891545.1_PDT000902732.1_genomic.fa	2601	0.5343056696795399
GCA_015891565.1_PDT000902726.1_genomic.fa	2620	0.5382087099424815
GCA_015891585.1_PDT000902709.1_genomic.fa	2499	0.5133525061626951
GCA_015891605.1_PDT000902727.1_genomic.fa	2612	0.5365653245686113
GCA_015891665.1_PDT000902707.1_genomic.fa	2593	0.5326622843056696
GCA_015891685.1_PDT000902725.1_genomic.fa	2600	0.5341002465078061
GCA_015891745.1_PDT000902721.1_genomic.fa	2608	0.5357436318816762
GCA_015891765.1_PDT000902723.1_genomic.fa	2605	0.535127362366475
GCA_015891785.1_PDT000902722.1_genomic.fa	2551	0.5240345110928513
GCA_015891805.1_PDT000902718.1_genomic.fa	2478	0.5090386195562859
GCA_015891815.1_PDT000902720.1_genomic.fa	2610	0.5361544782251437
GCA_015891845.1_PDT000902719.1_genomic.fa	2600	0.5341002465078061
GCA_015891865.1_PDT000902716.1_genomic.fa	2581	0.5301972062448644
GCA_015891905.1_PDT000902717.1_genomic.fa	2565	0.5269104354971241
GCA_015891925.1_PDT000902714.1_genomic.fa	2473	0.5080115036976172
GCA_015891945.1_PDT000902713.1_genomic.fa	2470	0.5073952341824157
GCA_015891965.1_PDT000902710.1_genomic.fa	2499	0.5133525061626951
GCA_015891985.1_PDT000902704.1_genomic.fa	2474	0.5082169268693508
GCA_015892005.1_PDT000902711.1_genomic.fa	2488	0.5110928512736237
GCA_015892025.1_PDT000902702.1_genomic.fa	2503	0.5141741988496302
GCA_015892045.1_PDT000902706.1_genomic.fa	2420	0.49712407559572724
GCA_015892065.1_PDT000902705.1_genomic.fa	2583	0.530608052588332
GCA_015892105.1_PDT000902701.1_genomic.fa	2511	0.5158175842235004
GCA_015913055.1_PDT000902729.1_genomic.fa	2594	0.5328677074774035
GCA_015944615.1_PDT000670976.1_genomic.fa	2532	0.5201314708299096
GCA_015944675.1_PDT000670986.1_genomic.fa	2565	0.5269104354971241
GCA_015944695.1_PDT000670983.1_genomic.fa	2544	0.5225965488907149
GCA_015944715.1_PDT000670982.1_genomic.fa	2611	0.5363599013968776
GCA_015944735.1_PDT000670981.1_genomic.fa	2550	0.5238290879211175
GCA_015944755.1_PDT000670972.1_genomic.fa	2614	0.5369761709120788
GCA_015944775.1_PDT000670987.1_genomic.fa	2549	0.5236236647493837
GCA_015944795.1_PDT000670988.1_genomic.fa	2543	0.522391125718981
GCA_015944815.1_PDT000670974.1_genomic.fa	2550	0.5238290879211175
GCA_015945195.1_PDT000670990.1_genomic.fa	2547	0.5232128184059162
GCA_015945255.1_PDT000670980.1_genomic.fa	2571	0.5281429745275268
GCA_015945275.1_PDT000670985.1_genomic.fa	2607	0.5355382087099425
GCA_015945295.1_PDT000670984.1_genomic.fa	2547	0.5232128184059162
GCA_015945355.1_PDT000670939.1_genomic.fa	2559	0.5256778964667215
GCA_015945475.1_PDT000670955.1_genomic.fa	2549	0.5236236647493837
GCA_015945575.1_PDT000670951.1_genomic.fa	2626	0.5394412489728841
GCA_015945595.1_PDT000670952.1_genomic.fa	2563	0.5264995891536566
GCA_015945635.1_PDT000670971.1_genomic.fa	2609	0.5359490550534101
GCA_015945675.1_PDT000670954.1_genomic.fa	2619	0.5380032867707477
GCA_015945695.1_PDT000670970.1_genomic.fa	2550	0.5238290879211175
GCA_015945715.1_PDT000670966.1_genomic.fa	2488	0.5110928512736237
GCA_015945735.1_PDT000670968.1_genomic.fa	2618	0.5377978635990139
GCA_015945755.1_PDT000670950.1_genomic.fa	2606	0.5353327855382087
GCA_015945775.1_PDT000670964.1_genomic.fa	2599	0.5338948233360723
GCA_015945785.1_PDT000670965.1_genomic.fa	2570	0.5279375513557929
GCA_015945795.1_PDT000670963.1_genomic.fa	2627	0.5396466721446179
GCA_015945805.1_PDT000670967.1_genomic.fa	2585	0.5310188989317994
GCA_015945875.1_PDT000670961.1_genomic.fa	2610	0.5361544782251437
GCA_015945895.1_PDT000670959.1_genomic.fa	2620	0.5382087099424815
GCA_015945915.1_PDT000670960.1_genomic.fa	2611	0.5363599013968776
GCA_015945935.1_PDT000670958.1_genomic.fa	2630	0.5402629416598193
GCA_015945955.1_PDT000670948.1_genomic.fa	2615	0.5371815940838127
GCA_015945985.1_PDT000670949.1_genomic.fa	2552	0.524239934264585
GCA_015946005.1_PDT000670947.1_genomic.fa	2549	0.5236236647493837
GCA_015946025.1_PDT000670942.1_genomic.fa	2551	0.5240345110928513
GCA_015946065.1_PDT000670946.1_genomic.fa	2622	0.538619556285949
GCA_015946085.1_PDT000670943.1_genomic.fa	2583	0.530608052588332
GCA_015946105.1_PDT000670940.1_genomic.fa	2608	0.5357436318816762
GCA_015946145.1_PDT000670941.1_genomic.fa	2550	0.5238290879211175
GCA_015946265.1_PDT000670956.1_genomic.fa	2638	0.5419063270336895
GCA_015946325.1_PDT000670957.1_genomic.fa	2638	0.5419063270336895
GCA_015946445.1_PDT000670938.1_genomic.fa	2580	0.5299917830731307
GCA_015946465.1_PDT000670934.1_genomic.fa	2473	0.5080115036976172
GCA_015946485.1_PDT000670933.1_genomic.fa	2616	0.5373870172555464
GCA_015946505.1_PDT000670916.1_genomic.fa	2551	0.5240345110928513
GCA_015946525.1_PDT000670929.1_genomic.fa	2639	0.5421117502054231
GCA_015946545.1_PDT000670919.1_genomic.fa	2623	0.5388249794576828
GCA_015946565.1_PDT000670926.1_genomic.fa	2548	0.5234182415776499
GCA_015946585.1_PDT000670927.1_genomic.fa	2616	0.5373870172555464
GCA_015946625.1_PDT000670913.1_genomic.fa	2567	0.5273212818405917
GCA_015946645.1_PDT000670932.1_genomic.fa	2628	0.5398520953163517
GCA_015946665.1_PDT000670928.1_genomic.fa	2545	0.5228019720624486
GCA_015946705.1_PDT000670909.1_genomic.fa	2549	0.5236236647493837
GCA_015946725.1_PDT000670914.1_genomic.fa	2550	0.5238290879211175
GCA_015946745.1_PDT000670924.1_genomic.fa	2610	0.5361544782251437
GCA_015946765.1_PDT000670911.1_genomic.fa	2468	0.5069843878389482
GCA_015946775.1_PDT000670930.1_genomic.fa	2583	0.530608052588332
GCA_015946805.1_PDT000670902.1_genomic.fa	2541	0.5219802793755135
GCA_015946825.1_PDT000670908.1_genomic.fa	2629	0.5400575184880855
GCA_015946845.1_PDT000670936.1_genomic.fa	2611	0.5363599013968776
GCA_015946865.1_PDT000670907.1_genomic.fa	2612	0.5365653245686113
GCA_015946885.1_PDT000670903.1_genomic.fa	2605	0.535127362366475
GCA_015946905.1_PDT000670937.1_genomic.fa	2601	0.5343056696795399
GCA_015946925.1_PDT000670904.1_genomic.fa	2625	0.5392358258011504
GCA_015946945.1_PDT000670935.1_genomic.fa	2493	0.5121199671322925
GCA_015946965.1_PDT000670922.1_genomic.fa	2621	0.5384141331142153
GCA_015946985.1_PDT000670921.1_genomic.fa	2605	0.535127362366475
GCA_015947005.1_PDT000670918.1_genomic.fa	2534	0.5205423171733772
GCA_015947025.1_PDT000670923.1_genomic.fa	2532	0.5201314708299096
GCA_015947045.1_PDT000670920.1_genomic.fa	2604	0.5349219391947412
GCA_015947065.1_PDT000670912.1_genomic.fa	2603	0.5347165160230074
GCA_015947085.1_PDT000670901.1_genomic.fa	2549	0.5236236647493837
GCA_015947105.1_PDT000670905.1_genomic.fa	2551	0.5240345110928513
GCA_015947125.1_PDT000670900.1_genomic.fa	2632	0.5406737880032868
GCA_015947945.1_PDT000670906.1_genomic.fa	2582	0.5304026294165982
GCA_016084495.1_PDT000200506.2_genomic.fa	2536	0.5209531635168447
GCA_016084535.1_PDT000173735.3_genomic.fa	2535	0.520747740345111
GCA_016085355.1_PDT000173738.2_genomic.fa	2542	0.5221857025472474
GCA_016088575.1_PDT000133403.2_genomic.fa	2497	0.5129416598192276
GCA_016109815.1_PDT000902817.1_genomic.fa	2601	0.5343056696795399
GCA_016728105.1_ASM1672810v1_genomic.fa	2545	0.5228019720624486
GCA_016889445.1_ASM1688944v1_genomic.fa	2564	0.5267050123253902
GCA_018144015.1_PDT001014179.1_genomic.fa	2612	0.5365653245686113
GCA_900683645.1_57792_F02_genomic.fa	2546	0.5230073952341825
